"time","metric","group","value","unit","definition","initial_state","display_name","coverage","model","label"
1954,"spawning_biomass","all",1239615.42822914,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",0.916666666666742,"reference","Reference"
1955,"spawning_biomass","all",1162709.56007971,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1956,"spawning_biomass","all",1145526.1147006,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1957,"spawning_biomass","all",1131587.88394815,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1958,"spawning_biomass","all",1112288.62852715,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1959,"spawning_biomass","all",1082247.28656791,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1960,"spawning_biomass","all",1023724.88113246,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1961,"spawning_biomass","all",936290.131728865,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1962,"spawning_biomass","all",821963.079561218,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1963,"spawning_biomass","all",680989.198117914,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1964,"spawning_biomass","all",582990.089304205,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1965,"spawning_biomass","all",566415.681911359,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1966,"spawning_biomass","all",583901.121570279,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1967,"spawning_biomass","all",561110.821029138,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1968,"spawning_biomass","all",478419.628312521,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1969,"spawning_biomass","all",408192.579198095,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1970,"spawning_biomass","all",369373.717677025,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1971,"spawning_biomass","all",333372.372167945,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1972,"spawning_biomass","all",300306.186061407,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1973,"spawning_biomass","all",263450.285410641,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1974,"spawning_biomass","all",230707.888237219,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1975,"spawning_biomass","all",222273.347750778,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1976,"spawning_biomass","all",251208.946315599,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1977,"spawning_biomass","all",304569.018132332,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1978,"spawning_biomass","all",335626.133461764,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1979,"spawning_biomass","all",317523.716032615,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1980,"spawning_biomass","all",276920.506300693,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1981,"spawning_biomass","all",237920.811879305,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1982,"spawning_biomass","all",221985.952031373,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1983,"spawning_biomass","all",236543.461673196,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1984,"spawning_biomass","all",256759.969660021,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1985,"spawning_biomass","all",265512.517601503,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1986,"spawning_biomass","all",263205.677782525,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1987,"spawning_biomass","all",259386.104586113,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1988,"spawning_biomass","all",249899.094063686,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1989,"spawning_biomass","all",234298.090993532,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1990,"spawning_biomass","all",236408.614477045,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1991,"spawning_biomass","all",250857.054580887,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1992,"spawning_biomass","all",268386.423842364,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1993,"spawning_biomass","all",280654.181216291,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1994,"spawning_biomass","all",283478.077274029,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1995,"spawning_biomass","all",296172.213515552,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1996,"spawning_biomass","all",302449.682245878,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1997,"spawning_biomass","all",317109.3354453,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1998,"spawning_biomass","all",327509.873491464,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
1999,"spawning_biomass","all",329303.958113062,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2000,"spawning_biomass","all",309271.151326119,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2001,"spawning_biomass","all",282715.347032037,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2002,"spawning_biomass","all",267211.740192896,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2003,"spawning_biomass","all",262208.363089461,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2004,"spawning_biomass","all",258595.278343163,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2005,"spawning_biomass","all",294105.92885607,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2006,"spawning_biomass","all",320113.177565044,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2007,"spawning_biomass","all",316322.241590265,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2008,"spawning_biomass","all",296487.742477886,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2009,"spawning_biomass","all",287045.364453604,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2010,"spawning_biomass","all",297453.172859345,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2011,"spawning_biomass","all",312718.333000707,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2012,"spawning_biomass","all",318864.260295383,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2013,"spawning_biomass","all",328185.029163764,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2014,"spawning_biomass","all",345014.794441177,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2015,"spawning_biomass","all",338119.459697383,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2016,"spawning_biomass","all",317425.202569025,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2017,"spawning_biomass","all",294798.86278218,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2018,"spawning_biomass","all",287993.624177415,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2019,"spawning_biomass","all",266659.412604178,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2020,"spawning_biomass","all",240036.381182403,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2021,"spawning_biomass","all",244709.991950116,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",1,"reference","Reference"
2022,"spawning_biomass","all",264844.986219579,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale",,"Spawning potential",0.583333333333258,"reference","Reference"
1954,"dynamic_spawning_depletion","all",0.996924372976471,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,0.916666666666742,"reference","Reference"
1955,"dynamic_spawning_depletion","all",0.990303179134773,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1956,"dynamic_spawning_depletion","all",0.98577877597364,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1957,"dynamic_spawning_depletion","all",0.981351051989542,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1958,"dynamic_spawning_depletion","all",0.975966306500481,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1959,"dynamic_spawning_depletion","all",0.963809756330066,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1960,"dynamic_spawning_depletion","all",0.952578512252473,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1961,"dynamic_spawning_depletion","all",0.938049623907154,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1962,"dynamic_spawning_depletion","all",0.918065916838279,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1963,"dynamic_spawning_depletion","all",0.890716233700074,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1964,"dynamic_spawning_depletion","all",0.869284990523822,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1965,"dynamic_spawning_depletion","all",0.866904146316212,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1966,"dynamic_spawning_depletion","all",0.855425669898783,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1967,"dynamic_spawning_depletion","all",0.825296462117441,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1968,"dynamic_spawning_depletion","all",0.784718961456113,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1969,"dynamic_spawning_depletion","all",0.759421515631149,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1970,"dynamic_spawning_depletion","all",0.743563632106971,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1971,"dynamic_spawning_depletion","all",0.713645237484005,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1972,"dynamic_spawning_depletion","all",0.681388131623728,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1973,"dynamic_spawning_depletion","all",0.642418370662253,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1974,"dynamic_spawning_depletion","all",0.607520145002937,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1975,"dynamic_spawning_depletion","all",0.614840142864902,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1976,"dynamic_spawning_depletion","all",0.669404101074095,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1977,"dynamic_spawning_depletion","all",0.711265221476001,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1978,"dynamic_spawning_depletion","all",0.715608032782309,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1979,"dynamic_spawning_depletion","all",0.700778628650069,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1980,"dynamic_spawning_depletion","all",0.676310909073571,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1981,"dynamic_spawning_depletion","all",0.640354100690459,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1982,"dynamic_spawning_depletion","all",0.627799886902226,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1983,"dynamic_spawning_depletion","all",0.652548326614445,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1984,"dynamic_spawning_depletion","all",0.68080553638533,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1985,"dynamic_spawning_depletion","all",0.695693093863639,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1986,"dynamic_spawning_depletion","all",0.689954199675352,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1987,"dynamic_spawning_depletion","all",0.679336599147198,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1988,"dynamic_spawning_depletion","all",0.661976239111717,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1989,"dynamic_spawning_depletion","all",0.635508438463113,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1990,"dynamic_spawning_depletion","all",0.636818710475566,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1991,"dynamic_spawning_depletion","all",0.635235146962726,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1992,"dynamic_spawning_depletion","all",0.634430177960873,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1993,"dynamic_spawning_depletion","all",0.638900215957631,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1994,"dynamic_spawning_depletion","all",0.637781286947313,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1995,"dynamic_spawning_depletion","all",0.646370734761608,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1996,"dynamic_spawning_depletion","all",0.652231990661402,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1997,"dynamic_spawning_depletion","all",0.663380488880837,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1998,"dynamic_spawning_depletion","all",0.653840251969026,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
1999,"dynamic_spawning_depletion","all",0.648278791508346,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2000,"dynamic_spawning_depletion","all",0.63241854429045,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2001,"dynamic_spawning_depletion","all",0.60040970885715,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2002,"dynamic_spawning_depletion","all",0.565252312736127,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2003,"dynamic_spawning_depletion","all",0.535221725999121,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2004,"dynamic_spawning_depletion","all",0.525538115510552,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2005,"dynamic_spawning_depletion","all",0.542006512071403,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2006,"dynamic_spawning_depletion","all",0.547146256989939,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2007,"dynamic_spawning_depletion","all",0.536827121823333,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2008,"dynamic_spawning_depletion","all",0.524304353587817,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2009,"dynamic_spawning_depletion","all",0.511153752978661,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2010,"dynamic_spawning_depletion","all",0.501882761649498,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2011,"dynamic_spawning_depletion","all",0.50640987102095,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2012,"dynamic_spawning_depletion","all",0.509172787261542,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2013,"dynamic_spawning_depletion","all",0.501701358608563,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2014,"dynamic_spawning_depletion","all",0.508445203832983,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2015,"dynamic_spawning_depletion","all",0.496520635667687,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2016,"dynamic_spawning_depletion","all",0.476957498262039,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2017,"dynamic_spawning_depletion","all",0.457054786076381,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2018,"dynamic_spawning_depletion","all",0.45144001169523,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2019,"dynamic_spawning_depletion","all",0.434747840377849,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2020,"dynamic_spawning_depletion","all",0.416085411679199,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2021,"dynamic_spawning_depletion","all",0.425443492856604,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,1,"reference","Reference"
2022,"dynamic_spawning_depletion","all",0.457686299223471,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)",,,0.583333333333258,"reference","Reference"
1954,"total_biomass","Region 1",2039361.12661035,"t","Total biomass at the model's census time",FALSE,,0.916666666666742,"reference","Reference"
1955,"total_biomass","Region 1",1874729.46576711,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1956,"total_biomass","Region 1",1821396.21230671,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1957,"total_biomass","Region 1",1706327.02398951,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1958,"total_biomass","Region 1",1595819.68857567,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1959,"total_biomass","Region 1",1378920.59710219,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1960,"total_biomass","Region 1",1187770.7376817,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1961,"total_biomass","Region 1",1105258.68648542,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1962,"total_biomass","Region 1",1100473.80821485,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1963,"total_biomass","Region 1",1101651.46262553,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1964,"total_biomass","Region 1",981397.487542914,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1965,"total_biomass","Region 1",864534.307071607,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1966,"total_biomass","Region 1",815056.225213189,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1967,"total_biomass","Region 1",740498.631517945,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1968,"total_biomass","Region 1",676018.697432526,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1969,"total_biomass","Region 1",619136.41175074,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1970,"total_biomass","Region 1",565006.294362286,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1971,"total_biomass","Region 1",516966.433141796,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1972,"total_biomass","Region 1",496435.745496179,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1973,"total_biomass","Region 1",542690.142235656,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1974,"total_biomass","Region 1",619637.327406748,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1975,"total_biomass","Region 1",608691.084048956,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1976,"total_biomass","Region 1",574027.106657154,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1977,"total_biomass","Region 1",535435.160015652,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1978,"total_biomass","Region 1",503391.146661936,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1979,"total_biomass","Region 1",497358.54134237,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1980,"total_biomass","Region 1",518448.956272348,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1981,"total_biomass","Region 1",515698.545340038,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1982,"total_biomass","Region 1",503920.092997209,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1983,"total_biomass","Region 1",520166.479654415,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1984,"total_biomass","Region 1",521280.69395483,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1985,"total_biomass","Region 1",492182.562174397,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1986,"total_biomass","Region 1",492487.284388765,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1987,"total_biomass","Region 1",520513.687662273,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1988,"total_biomass","Region 1",546060.687328847,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1989,"total_biomass","Region 1",558239.667945643,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1990,"total_biomass","Region 1",543279.510788608,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1991,"total_biomass","Region 1",591108.150055883,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1992,"total_biomass","Region 1",605952.115568952,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1993,"total_biomass","Region 1",623984.744714606,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1994,"total_biomass","Region 1",662441.592091519,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1995,"total_biomass","Region 1",695047.452931004,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1996,"total_biomass","Region 1",651446.428921371,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1997,"total_biomass","Region 1",620599.391493277,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1998,"total_biomass","Region 1",603819.618561028,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
1999,"total_biomass","Region 1",653564.355863889,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2000,"total_biomass","Region 1",617636.24925555,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2001,"total_biomass","Region 1",681605.90189199,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2002,"total_biomass","Region 1",725557.67974991,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2003,"total_biomass","Region 1",751244.678158256,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2004,"total_biomass","Region 1",703435.401208522,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2005,"total_biomass","Region 1",687486.048933776,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
2006,"total_biomass","Region 1",723094.291310759,"t","Total biomass at the model's census time",FALSE,,1,"reference","Reference"
